,Player,Prediction,Truth
17940,Wally Smith,Not Eligible,Not Eligible
17974,Wally Snell,Not Eligible,Not Eligible
20345,Wally Westlake,Not Inducted,Not Inducted
20452,Wally Whitehurst,Not Eligible,Not Eligible
20856,Wally Wolf,Not Eligible,Not Eligible
216,Walt Alexander,Not Eligible,Not Eligible
1029,Walt Bashore,Not Eligible,Not Eligible
1770,Walt Bond,Not Eligible,Not Eligible
3308,Walt Chipple,Not Eligible,Not Eligible
4013,Walt Craddock,Not Eligible,Not Eligible
4793,Walt Devoy,Not Eligible,Not Eligible
4859,Walt Dickson,Not Eligible,Not Eligible
4935,Walt Doan,Not Eligible,Not Eligible
5159,Walt Dropo,Not Inducted,Not Inducted
6364,Walt French,Not Eligible,Not Eligible
7055,Walt Goldsby,Not Eligible,Not Eligible
7067,Walt Golvin,Not Eligible,Not Eligible
8412,Walt Herrell,Not Eligible,Not Eligible
8947,Walt Hriniak,Not Eligible,Not Eligible
9086,Walt Huntzinger,Not Eligible,Not Eligible
9188,Walt Irwin,Not Eligible,Not Eligible
9748,Walt Justis,Not Eligible,Not Eligible
9918,Walt Kellner,Not Eligible,Not Eligible
10148,Walt Kinney,Not Eligible,Not Eligible
10157,Walt Kinzie,Not Eligible,Not Eligible
10501,Walt Kuhn,Not Eligible,Not Eligible
10647,Walt Lanfranconi,Not Eligible,Not Eligible
10972,Walt Lerian,Not Eligible,Not Eligible
10989,Walt Leverenz,Not Eligible,Not Eligible
11087,Walt Linden,Not Eligible,Not Eligible
11473,Walt Lynch,Not Eligible,Not Eligible
11796,Walt Marbet,Not Eligible,Not Eligible
12021,Walt Masters,Not Eligible,Not Eligible
12024,Walt Masterson,Not Inducted,Not Inducted
12518,Walt McKeel,Not Eligible,Not Eligible
12710,Walt Meinert,Not Eligible,Not Eligible
13021,Walt Miller,Not Eligible,Not Eligible
13437,Walt Moryn,Not Eligible,Not Eligible
15391,Walt Preston,Not Eligible,Not Eligible
16092,Walt Ripley,Not Eligible,Not Eligible
17173,Walt Schulz,Not Eligible,Not Eligible
17730,Walt Slagle,Not Eligible,Not Eligible
17770,Walt Smallwood,Not Eligible,Not Eligible
18524,Walt Streuli,Not Eligible,Not Eligible
18859,Walt Tauscher,Not Eligible,Not Eligible
18979,Walt Terrell,Not Inducted,Not Inducted
19079,Walt Thomas,Not Eligible,Not Eligible
19329,Walt Tragesser,Not Eligible,Not Eligible
19969,Walt Walker,Not Eligible,Not Eligible
20024,Walt Walsh,Not Eligible,Not Eligible
20252,Walt Weiss,Not Inducted,Not Inducted
20479,Walt Whittaker,Not Eligible,Not Eligible
20634,Walt Williams,Not Inducted,Not Inducted
20671,Walt Wilmot,Not Inducted,Not Inducted
20933,Walt Woods,Not Eligible,Not Eligible
307,Walter Alston,Not Eligible,Not Eligible
368,Walter Ancker,Not Eligible,Not Eligible
425,Walter Anderson,Not Eligible,Not Eligible
858,Walter Barbare,Not Eligible,Not Eligible
1128,Walter Beall,Not Eligible,Not Eligible
1405,Walter Bernhardt,Not Eligible,Not Eligible
1603,Walter Blair,Not Eligible,Not Eligible
2322,Walter Brown,Not Eligible,Not Eligible
2919,Walter Carlisle,Not Eligible,Not Eligible
3337,Walter Christensen,Not Eligible,Not Eligible
3472,Walter Clarkson,Not Eligible,Not Eligible
3630,Walter Coleman,Not Eligible,Not Eligible
4254,Walter Curley,Not Eligible,Not Eligible
6015,Walter Fisher,Not Eligible,Not Eligible
7637,Walter Hackett,Not Eligible,Not Eligible
8473,Walter Hewett,Not Eligible,Not Eligible
8528,Walter Hilcher,Not Eligible,Not Eligible
8723,Walter Holke,Not Inducted,Not Inducted
9312,Walter Jantzen,Not Eligible,Not Eligible
9540,Walter Johnson,Inducted,Inducted
9855,Walter Keating,Not Eligible,Not Eligible
11242,Walter Lonergan,Not Eligible,Not Eligible
13406,Walter Morris,Not Eligible,Not Eligible
13446,Walter Moser,Not Eligible,Not Eligible
13507,Walter Mueller,Not Eligible,Not Eligible
13632,Walter Murphy,Not Eligible,Not Eligible
14267,Walter O'Malley,Not Eligible,Not Eligible
14122,Walter Ockey,Not Eligible,Not Eligible
14832,Walter Pennington,Not Eligible,Not Eligible
15215,Walter Plock,Not Eligible,Not Eligible
15416,Walter Prince,Not Eligible,Not Eligible
17011,Walter Schaller,Not Eligible,Not Eligible
17096,Walter Schmidt,Not Inducted,Not Inducted
17342,Walter Sessi,Not Eligible,Not Eligible
17614,Walter Signer,Not Eligible,Not Eligible
17623,Walter Silva,Not Eligible,Not Eligible
18368,Walter Stephenson,Not Eligible,Not Eligible
18824,Walter Tappan,Not Eligible,Not Eligible
18987,Walter Terry,Not Eligible,Not Eligible
19150,Walter Thornton,Not Eligible,Not Eligible
20160,Walter Watson,Not Eligible,Not Eligible
20750,Walter Wilson,Not Eligible,Not Eligible
20857,Walter Wolf,Not Eligible,Not Eligible
21154,Walter Young,Not Eligible,Not Eligible
21242,Walter Zink,Not Eligible,Not Eligible
4172,Walton Cruise,Not Inducted,Not Inducted
6285,Wander Franco,Not Eligible,Not Eligible
18607,Wander Suero,Not Eligible,Not Eligible
14855,Wandy Peralta,Not Eligible,Not Eligible
16333,Wandy Rodriguez,Not Inducted,Not Inducted
16856,War Sanders,Not Eligible,Not Eligible
13022,Ward Miller,Not Eligible,Not Eligible
11594,Warner Madrigal,Not Eligible,Not Eligible
1729,Warren Bogle,Not Eligible,Not Eligible
2375,Warren Brusstar,Not Eligible,Not Eligible
4106,Warren Cromartie,Not Inducted,Not Inducted
6038,Warren Fitzgerald,Not Eligible,Not Eligible
6901,Warren Giles,Not Eligible,Not Eligible
6913,Warren Gill,Not Eligible,Not Eligible
7633,Warren Hacker,Not Inducted,Not Inducted
9113,Warren Huston,Not Eligible,Not Eligible
12562,Warren McLaughlin,Not Eligible,Not Eligible
13023,Warren Miller,Not Eligible,Not Eligible
13407,Warren Morris,Not Eligible,Not Eligible
13888,Warren Newson,Not Eligible,Not Eligible
17384,Warren Shanabrook,Not Eligible,Not Eligible
18099,Warren Spahn,Inducted,Inducted
20441,Warren White,Not Eligible,Not Eligible
16944,Warwick Saupold,Not Eligible,Not Eligible
17337,Wascar Serrano,Not Eligible,Not Eligible
20635,Wash Williams,Not Eligible,Not Eligible
6452,Washington Fulmer,Not Eligible,Not Eligible
2530,Watch Burnham,Not Eligible,Not Eligible
3444,Watson Clark,Not Inducted,Not Inducted
8759,Wattie Holm,Not Eligible,Not Eligible
4602,Wayland Dean,Not Eligible,Not Eligible
357,Wayne Ambler,Not Eligible,Not Eligible
1233,Wayne Belardi,Not Eligible,Not Eligible
2713,Wayne Cage,Not Eligible,Not Eligible
3142,Wayne Causey,Not Inducted,Not Inducted
3694,Wayne Comer,Not Eligible,Not Eligible
5421,Wayne Edwards,Not Eligible,Not Eligible
6301,Wayne Franklin,Not Eligible,Not Eligible
6669,Wayne Garland,Not Eligible,Not Eligible
6687,Wayne Garrett,Not Inducted,Not Inducted
7071,Wayne Gomes,Not Eligible,Not Eligible
7271,Wayne Graham,Not Eligible,Not Eligible
7282,Wayne Granger,Not Eligible,Not Eligible
7483,Wayne Gross,Not Inducted,Not Inducted
8884,Wayne Housie,Not Eligible,Not Eligible
10169,Wayne Kirby,Not Eligible,Not Eligible
10437,Wayne Krenchicki,Not Eligible,Not Eligible
10594,Wayne LaMaster,Not Eligible,Not Eligible
12568,Wayne McLeland,Not Eligible,Not Eligible
14010,Wayne Nordhagen,Not Eligible,Not Eligible
14377,Wayne Osborne,Not Eligible,Not Eligible
15764,Wayne Redmond,Not Eligible,Not Eligible
16514,Wayne Rosenthal,Not Eligible,Not Eligible
17181,Wayne Schurr,Not Eligible,Not Eligible
17660,Wayne Simpson,Not Eligible,Not Eligible
18991,Wayne Terwilliger,Not Eligible,Not Eligible
19238,Wayne Tolleson,Not Inducted,Not Inducted
19466,Wayne Twitchell,Not Inducted,Not Inducted
19481,Wayne Tyrone,Not Eligible,Not Eligible
17170,Webb Schultz,Not Eligible,Not Eligible
3466,Webbo Clarke,Not Eligible,Not Eligible
6693,Webster Garrison,Not Eligible,Not Eligible
12374,Webster McDonald,Not Eligible,Not Eligible
16116,Webster Rivas,Not Eligible,Not Eligible
11992,Wedo Martini,Not Eligible,Not Eligible
8950,Wei-Chieh Huang,Not Eligible,Not Eligible
20050,Wei-Chung Wang,Not Eligible,Not Eligible
3281,Wei-Yin Chen,Not Eligible,Not Eligible
6717,Welcome Gaston,Not Eligible,Not Eligible
19970,Welday Walker,Not Eligible,Not Eligible
1919,Weldon Bowlin,Not Eligible,Not Eligible
8284,Weldon Henley,Not Eligible,Not Eligible
20338,Weldon West,Not Eligible,Not Eligible
21022,Weldon Wyckoff,Not Eligible,Not Eligible
3099,Welington Castillo,Not Inducted,Not Inducted
14913,Wenceel Pérez,Not Eligible,Not Eligible
11606,Wendell Magee,Not Eligible,Not Eligible
6184,Wenty Ford,Not Eligible,Not Eligible
843,Wes Bankston,Not Eligible,Not Eligible
1320,Wes Benjamin,Not Eligible,Not Eligible
1673,Wes Blogg,Not Eligible,Not Eligible
3204,Wes Chamberlain,Not Eligible,Not Eligible
3976,Wes Covington,Not Inducted,Not Inducted
4266,Wes Curry,Not Eligible,Not Eligible
5888,Wes Ferrell,Not Inducted,Not Inducted
6020,Wes Fisler,Not Eligible,Not Eligible
6120,Wes Flowers,Not Eligible,Not Eligible
6661,Wes Gardner,Not Eligible,Not Eligible
8233,Wes Helms,Not Inducted,Not Inducted
10134,Wes Kingdon,Not Eligible,Not Eligible
11152,Wes Littleton,Not Eligible,Not Eligible
11159,Wes Livengood,Not Eligible,Not Eligible
14091,Wes Obermueller,Not Eligible,Not Eligible
14599,Wes Parker,Not Eligible,Not Eligible
14634,Wes Parsons,Not Eligible,Not Eligible
17151,Wes Schulmerich,Not Eligible,Not Eligible
18437,Wes Stock,Not Eligible,Not Eligible
20348,Wes Westrum,Not Inducted,Not Inducted
20388,Wes Whisler,Not Eligible,Not Eligible
2756,Wese Callahan,Not Eligible,Not Eligible
21009,Wesley Wright,Not Eligible,Not Eligible
20751,Weston Wilson,Not Eligible,Not Eligible
5059,Whammy Douglas,Not Eligible,Not Eligible
4684,Wheezer Dell,Not Eligible,Not Eligible
12806,Whit Merrifield,Not Eligible,Not Eligible
21021,Whit Wyatt,Not Inducted,Not Inducted
303,Whitey Alpermann,Not Eligible,Not Eligible
6185,Whitey Ford,Inducted,Inducted
6860,Whitey Gibson,Not Eligible,Not Eligible
6991,Whitey Glazner,Not Eligible,Not Eligible
7539,Whitey Guese,Not Eligible,Not Eligible
8454,Whitey Herzog,Not Eligible,Not Eligible
10515,Whitey Kurowski,Not Eligible,Not Eligible
11197,Whitey Lockman,Not Inducted,Not Inducted
13024,Whitey Miller,Not Eligible,Not Eligible
13289,Whitey Moore,Not Eligible,Not Eligible
14121,Whitey Ock,Not Eligible,Not Eligible
15206,Whitey Platt,Not Eligible,Not Eligible
16109,Whitey Ritterson,Not Eligible,Not Eligible
20503,Whitey Wietelmann,Not Eligible,Not Eligible
20819,Whitey Wistert,Not Eligible,Not Eligible
20835,Whitey Witt,Not Inducted,Not Inducted
17941,Wib Smith,Not Eligible,Not Eligible
12201,Wickey McAvoy,Not Eligible,Not Eligible
3766,Wid Conroy,Not Inducted,Not Inducted
12083,Wid Matthews,Not Eligible,Not Eligible
7144,Wiki Gonzalez,Not Eligible,Not Eligible
3877,Wil Cordero,Not Inducted,Not Inducted
4160,Wil Crowe,Not Eligible,Not Eligible
4229,Wil Culmer,Not Eligible,Not Eligible
10829,Wil Ledezma,Not Eligible,Not Eligible
13704,Wil Myers,Not Eligible,Not Eligible
13952,Wil Nieves,Not Inducted,Not Inducted
16241,Wilbert Robinson,Inducted,Inducted
3845,Wilbur Cooper,Not Inducted,Not Inducted
6016,Wilbur Fisher,Not Eligible,Not Eligible
7151,Wilbur Good,Not Inducted,Not Inducted
8914,Wilbur Howard,Not Eligible,Not Eligible
13584,Wilbur Murdoch,Not Eligible,Not Eligible
20908,Wilbur Wood,Not Inducted,Not Inducted
13290,Wilcy Moore,Not Eligible,Not Eligible
11413,Wild Bill Luhrsen,Not Eligible,Not Eligible
20493,Wild Bill Widner,Not Eligible,Not Eligible
4522,Wiley Davis,Not Eligible,Not Eligible
5239,Wiley Dunham,Not Eligible,Not Eligible
15088,Wiley Piatt,Not Eligible,Not Eligible
18927,Wiley Taylor,Not Eligible,Not Eligible
1846,Wilfredo Boscan,Not Eligible,Not Eligible
16334,Wilfredo Rodriguez,Not Eligible,Not Eligible
18945,Wilfredo Tejada,Not Eligible,Not Eligible
19308,Wilfredo Tovar,Not Eligible,Not Eligible
16490,Wilin Rosario,Not Eligible,Not Eligible
3100,Wilkin Castillo,Not Eligible,Not Eligible
15634,Wilkin Ramirez,Not Eligible,Not Eligible
16593,Wilkin Ruan,Not Eligible,Not Eligible
16335,Wilking Rodriguez,Not Eligible,Not Eligible
1342,Will Benson,Not Eligible,Not Eligible
2091,Will Brennan,Not Eligible,Not Eligible
2370,Will Brunson,Not Eligible,Not Eligible
2741,Will Calihan,Not Eligible,Not Eligible
3445,Will Clark,Not Inducted,Not Inducted
4023,Will Craig,Not Eligible,Not Eligible
4241,Will Cunnane,Not Eligible,Not Eligible
6151,Will Foley,Not Eligible,Not Eligible
7925,Will Harridge,Not Eligible,Not Eligible
7970,Will Harris,Not Eligible,Not Eligible
8731,Will Holland,Not Eligible,Not Eligible
10208,Will Klein,Not Eligible,Not Eligible
10322,Will Koenigsmark,Not Eligible,Not Eligible
12391,Will McEnaney,Not Eligible,Not Eligible
12889,Will Middlebrooks,Not Eligible,Not Eligible
14188,Will Ohman,Not Inducted,Not Inducted
14835,Will Pennyfeather,Not Eligible,Not Eligible
15963,Will Rhymes,Not Eligible,Not Eligible
16962,Will Sawyer,Not Eligible,Not Eligible
17769,Will Smalley,Not Eligible,Not Eligible
17943,Will Smith,Not Eligible,Not Eligible
17942,Will Smith,Not Eligible,Not Eligible
19132,Will Thompson,Not Eligible,Not Eligible
19723,Will Venable,Not Eligible,Not Eligible
19759,Will Vest,Not Eligible,Not Eligible
19893,Will Wagner,Not Eligible,Not Eligible
20103,Will Warren,Not Eligible,Not Eligible
20442,Will White,Not Inducted,Not Inducted
21031,Will Wynne,Not Eligible,Not Eligible
2323,Willard Brown,Not Eligible,Not Eligible
8447,Willard Hershberger,Not Eligible,Not Eligible
9084,Willard Hunter,Not Eligible,Not Eligible
11663,Willard Mains,Not Eligible,Not Eligible
11878,Willard Marshall,Not Inducted,Not Inducted
13977,Willard Nixon,Not Eligible,Not Eligible
17097,Willard Schmidt,Not Eligible,Not Eligible
3127,Willi Castro,Not Eligible,Not Eligible
861,William Barbeau,Not Eligible,Not Eligible
1275,William Bell,Not Eligible,Not Eligible
1386,William Bergolla,Not Eligible,Not Eligible
1444,William Bestick,Not Eligible,Not Eligible
2092,William Brennan,Not Eligible,Not Eligible
2324,William Brown,Not Eligible,Not Eligible
2515,William Burke,Not Eligible,Not Eligible
3467,William Clarke,Not Inducted,Not Inducted
3778,William Contreras,Not Eligible,Not Eligible
3821,William Coon,Not Eligible,Not Eligible
4217,William Cuevas,Not Eligible,Not Eligible
5143,William Drew,Not Eligible,Not Eligible
5531,William Emmerich,Not Eligible,Not Eligible
5986,William Fischer,Not Eligible,Not Eligible
6186,William Ford,Not Eligible,Not Eligible
6527,William Gallagher,Not Eligible,Not Eligible
8813,William Hoover,Not Eligible,Not Eligible
8879,William Houseman,Not Eligible,Not Eligible
9032,William Hulbert,Not Eligible,Not Eligible
9132,William Hyndman,Not Eligible,Not Eligible
9541,William Johnson,Not Eligible,Not Eligible
10153,William Kinsler,Not Eligible,Not Eligible
10544,William Lackey,Not Eligible,Not Eligible
11322,William Louden,Not Eligible,Not Eligible
11585,William Madigan,Not Eligible,Not Eligible
11853,William Marriott,Not Eligible,Not Eligible
12084,William Matthews,Not Eligible,Not Eligible
12256,William McCarthy,Not Eligible,Not Eligible
12563,William McLaughlin,Not Eligible,Not Eligible
12847,William Metzig,Not Eligible,Not Eligible
13730,William Nance,Not Eligible,Not Eligible
14070,William Nusz,Not Eligible,Not Eligible
14628,William Parson,Not Eligible,Not Eligible
15132,William Pierson,Not Eligible,Not Eligible
15905,William Rexter,Not Eligible,Not Eligible
16242,William Robinson,Not Inducted,Not Inducted
16634,William Rumler,Not Eligible,Not Eligible
18278,William Starr,Not Eligible,Not Eligible
18296,William Stecher,Not Eligible,Not Eligible
18322,William Stein,Not Eligible,Not Eligible
18608,William Suero,Not Eligible,Not Eligible
18658,William Sullivan,Not Eligible,Not Eligible
19645,William VanLandingham,Not Eligible,Not Eligible
20934,William Woods,Not Eligible,Not Eligible
21203,William Zay,Not Eligible,Not Eligible
9379,Williams Jerez,Not Eligible,Not Eligible
14909,Williams Perez,Not Eligible,Not Eligible
592,Willians Astudillo,Not Eligible,Not Eligible
109,Willie Adams,Not Eligible,Not Eligible
108,Willie Adams,Not Eligible,Not Eligible
152,Willie Aikens,Not Eligible,Not Eligible
841,Willie Banks,Not Eligible,Not Eligible
1604,Willie Blair,Not Inducted,Not Inducted
1679,Willie Bloomquist,Not Inducted,Not Inducted
2738,Willie Calhoun,Not Eligible,Not Eligible
2836,Willie Canate,Not Eligible,Not Eligible
3446,Willie Clark,Not Eligible,Not Eligible
3640,Willie Collazo,Not Eligible,Not Eligible
4057,Willie Crawford,Not Inducted,Not Inducted
4523,Willie Davis,Not Inducted,Not Inducted
5711,Willie Eyre,Not Eligible,Not Eligible
6307,Willie Fraser,Not Eligible,Not Eligible
6677,Willie Garoni,Not Eligible,Not Eligible
7375,Willie Greene,Not Eligible,Not Eligible
7971,Willie Harris,Not Inducted,Not Inducted
8400,Willie Hernandez,Not Inducted,Not Inducted
8697,Willie Hogan,Not Eligible,Not Eligible
8846,Willie Horton,Not Inducted,Not Inducted
9376,Willie Jensen,Not Eligible,Not Eligible
9664,Willie Jones,Not Inducted,Not Inducted
9780,Willie Kamm,Not Inducted,Not Inducted
9866,Willie Keeler,Inducted,Inducted
10176,Willie Kirkland,Not Eligible,Not Eligible
11371,Willie Lozado,Not Eligible,Not Eligible
11395,Willie Ludolph,Not Eligible,Not Eligible
11988,Willie Martinez,Not Eligible,Not Eligible
12167,Willie Mays,Inducted,Inducted
12314,Willie McCovey,Inducted,Inducted
12425,Willie McGee,Not Inducted,Not Inducted
12435,Willie McGill,Not Eligible,Not Eligible
13047,Willie Mills,Not Eligible,Not Eligible
13119,Willie Mitchell,Not Inducted,Not Inducted
13198,Willie Montanez,Not Inducted,Not Inducted
13305,Willie Morales,Not Eligible,Not Eligible
13508,Willie Mueller,Not Eligible,Not Eligible
13633,Willie Murphy,Not Eligible,Not Eligible
14039,Willie Norwood,Not Eligible,Not Eligible
15370,Willie Prall,Not Eligible,Not Eligible
15653,Willie Ramsdell,Not Eligible,Not Eligible
15670,Willie Randolph,Not Inducted,Not Inducted
16588,Willie Royster,Not Eligible,Not Eligible
17945,Willie Smith,Not Eligible,Not Eligible
17944,Willie Smith,Not Eligible,Not Eligible
18268,Willie Stargell,Inducted,Inducted
18606,Willie Sudhoff,Not Inducted,Not Inducted
18835,Willie Tasby,Not Eligible,Not Eligible
19523,Willie Upshaw,Not Inducted,Not Inducted
20291,Willie Wells,Not Eligible,Not Eligible
20752,Willie Wilson,Not Inducted,Not Inducted
3609,Willis Cole,Not Eligible,Not Eligible
8969,Willis Hudlin,Not Inducted,Not Inducted
14404,Willis Otanez,Not Eligible,Not Eligible
16183,Willis Roberts,Not Eligible,Not Eligible
21024,Willis Wyman,Not Eligible,Not Eligible
3779,Willson Contreras,Not Eligible,Not Eligible
71,Willy Adames,Not Eligible,Not Eligible
660,Willy Aybar,Not Eligible,Not Eligible
5904,Willy Fetzer,Not Eligible,Not Eligible
6634,Willy Garcia,Not Eligible,Not Eligible
13091,Willy Miranda,Not Eligible,Not Eligible
18868,Willy Taveras,Not Eligible,Not Eligible
20753,Willy Wilson,Not Eligible,Not Eligible
4876,Wilmer Difo,Not Eligible,Not Eligible
6111,Wilmer Flores,Not Eligible,Not Eligible
6157,Wilmer Font,Not Eligible,Not Eligible
343,Wilson Alvarez,Not Inducted,Not Inducted
1450,Wilson Betemit,Not Inducted,Not Inducted
3668,Wilson Collins,Not Eligible,Not Eligible
4680,Wilson Delgado,Not Eligible,Not Eligible
8335,Wilson Heredia,Not Eligible,Not Eligible
15651,Wilson Ramos,Not Eligible,Not Eligible
19582,Wilson Valdez,Not Eligible,Not Eligible
7536,Wilton Guerrero,Not Eligible,Not Eligible
11310,Wilton Lopez,Not Eligible,Not Eligible
19735,Wilton Veras,Not Eligible,Not Eligible
14819,Wily Mo Peña,Not Eligible,Not Eligible
14856,Wily Peralta,Not Eligible,Not Eligible
43,Wilyer Abreu,Not Eligible,Not Eligible
15527,Wimpy Quinn,Not Eligible,Not Eligible
820,Win Ballou,Not Eligible,Not Eligible
3447,Win Clark,Not Eligible,Not Eligible
9922,Win Kellum,Not Eligible,Not Eligible
12797,Win Mercer,Not Eligible,Not Eligible
14050,Win Noyes,Not Eligible,Not Eligible
15864,Win Remmerswaal,Not Eligible,Not Eligible
12229,Windy McCall,Not Eligible,Not Eligible
426,Wingo Anderson,Not Eligible,Not Eligible
44,Winston Abreu,Not Eligible,Not Eligible
11167,Winston Llenas,Not Eligible,Not Eligible
2850,Wirt Cannell,Not Eligible,Not Eligible
5433,Wish Egan,Not Eligible,Not Eligible
807,Wladimir Balentien,Not Eligible,Not Eligible
6418,Woodie Fryman,Not Inducted,Not Inducted
8220,Woodie Held,Not Inducted,Not Inducted
28,Woody Abernathy,Not Eligible,Not Eligible
4168,Woody Crowson,Not Eligible,Not Eligible
4524,Woody Davis,Not Eligible,Not Eligible
5553,Woody English,Not Inducted,Not Inducted
9377,Woody Jensen,Not Eligible,Not Eligible
11659,Woody Main,Not Eligible,Not Eligible
15979,Woody Rich,Not Eligible,Not Eligible
19517,Woody Upchurch,Not Eligible,Not Eligible
19874,Woody Wagenhorst,Not Eligible,Not Eligible
20365,Woody Wheaton,Not Eligible,Not Eligible
20636,Woody Williams,Not Inducted,Not Inducted
20637,Woody Williams,Not Eligible,Not Eligible
20942,Woody Woodward,Not Eligible,Not Eligible
